Mon Day Year Open High Low Close Volume Adjclose
3 31 1980 100.68 102.65 100.02 102.09 35840000 102.09
4 1 1980 102.09 103.28 100.85 102.18 32230000 102.18
4 2 1980 102.18 103.87 101.45 102.68 35210000 102.68
4 3 1980 102.68 103.34 101.31 102.15 27970000 102.15
4 7 1980 102.15 102.27 99.73 100.19 29130000 100.19
4 8 1980 100.19 101.88 99.23 101.2 31700000 101.2
4 9 1980 101.2 103.6 101.01 103.11 33020000 103.11
4 10 1980 103.11 105 102.81 104.08 33940000 104.08
4 11 1980 104.08 105.15 103.2 103.79 29960000 103.79
4 14 1980 103.79 103.92 102.08 102.84 23060000 102.84
4 15 1980 102.84 103.94 101.85 102.63 26670000 102.63
4 16 1980 102.63 104.42 101.13 101.54 39730000 101.54
4 17 1980 101.54 102.21 100.12 101.05 32770000 101.05
4 18 1980 101.05 102.07 99.97 100.55 26880000 100.55
4 21 1980 100.55 101.26 98.95 99.8 27560000 99.8
4 22 1980 100.81 104.02 100.81 103.43 47920000 103.43
4 23 1980 103.43 105.11 102.81 103.73 42620000 103.73
4 24 1980 103.73 105.43 102.93 104.4 35790000 104.4
4 25 1980 104.4 105.57 103.02 105.16 28590000 105.16
4 28 1980 105.16 106.79 104.64 105.64 30600000 105.64
4 29 1980 105.64 106.7 104.86 105.86 27940000 105.86
4 30 1980 105.86 106.72 104.5 106.29 30850000 106.29
5 1 1980 106.29 106.86 104.72 105.46 32480000 105.46
5 2 1980 105.46 106.25 104.61 105.58 28040000 105.58
5 5 1980 105.58 106.83 104.64 106.38 34090000 106.38
5 6 1980 106.38 107.83 105.36 106.25 40160000 106.25
5 7 1980 106.25 108.12 105.83 107.18 42600000 107.18
5 8 1980 107.18 108.02 105.5 106.13 39280000 106.13
5 9 1980 106.13 106.2 104.18 104.72 30280000 104.72
5 12 1980 104.72 105.48 103.5 104.78 28220000 104.78
5 13 1980 104.78 106.76 104.44 106.3 35460000 106.3
5 14 1980 106.3 107.89 106 106.85 40840000 106.85
5 15 1980 106.85 107.99 106.07 106.99 41120000 106.99
5 16 1980 106.99 107.89 106.25 107.35 31710000 107.35
5 19 1980 107.35 108.43 106.51 107.67 30970000 107.67
5 20 1980 107.67 108.39 106.75 107.62 31800000 107.62
5 21 1980 107.62 108.31 106.54 107.72 34830000 107.72
5 22 1980 107.72 109.73 107.34 109.01 41040000 109.01
5 23 1980 109.01 111.37 109.01 110.62 45790000 110.62
5 27 1980 110.62 112.3 110.35 111.4 40810000 111.4
5 28 1980 111.4 112.72 110.42 112.06 38580000 112.06
5 29 1980 112.06 112.64 109.86 110.27 4.2e+07 110.27
5 30 1980 110.27 111.55 108.87 111.24 34820000 111.24
6 2 1980 111.24 112.15 110.06 110.76 32710000 110.76
6 3 1980 110.76 111.63 109.77 110.51 33150000 110.51
6 4 1980 110.51 113.45 110.22 112.61 44180000 112.61
6 5 1980 112.61 114.38 111.89 112.78 49070000 112.78
6 6 1980 112.78 114.01 112.11 113.2 37230000 113.2
6 9 1980 113.2 114.51 112.68 113.71 36820000 113.71
6 10 1980 113.71 115.5 113.17 114.66 42030000 114.66
6 11 1980 114.66 116.64 114.22 116.02 43800000 116.02
6 12 1980 116.02 117.01 114.28 115.52 47300000 115.52
6 13 1980 115.52 116.94 114.67 115.81 41880000 115.81
6 16 1980 115.81 116.8 114.78 116.09 36190000 116.09
6 17 1980 116.09 117.16 115.13 116.03 41990000 116.03
6 18 1980 116.03 116.84 114.77 116.26 41960000 116.26
6 19 1980 116.26 116.81 114.36 114.66 38280000 114.66
6 20 1980 114.66 114.9 113.12 114.06 36530000 114.06
6 23 1980 114.06 115.28 113.35 114.51 34180000 114.51
6 24 1980 114.51 115.75 113.76 115.14 37730000 115.14
6 25 1980 115.14 117.37 115.07 116.72 46500000 116.72
6 26 1980 116.72 117.98 115.58 116.19 45110000 116.19
6 27 1980 116.19 116.93 115.06 116 33110000 116
6 30 1980 116 116.04 113.55 114.24 29910000 114.24
7 1 1980 114.24 115.45 113.54 114.93 34340000 114.93
7 2 1980 114.93 116.44 114.36 115.68 42950000 115.68
7 3 1980 115.68 117.8 115.49 117.46 47230000 117.46
7 7 1980 117.46 118.85 116.96 118.29 42540000 118.29
7 8 1980 118.29 119.11 117.07 117.84 45830000 117.84
7 9 1980 117.84 119.52 117.1 117.98 52010000 117.98
7 10 1980 117.98 118.57 116.38 116.95 43730000 116.95
7 11 1980 116.95 118.38 116.29 117.84 38310000 117.84
7 14 1980 117.84 120.37 117.45 120.01 45500000 120.01
7 15 1980 120.01 121.56 118.85 119.3 60920000 119.3
7 16 1980 119.3 120.87 118.54 119.63 49140000 119.63
7 17 1980 119.63 121.84 119.43 121.44 48850000 121.44
7 18 1980 121.44 123.19 120.88 122.04 58040000 122.04
7 21 1980 122.04 123.15 120.85 122.51 42750000 122.51
7 22 1980 122.51 123.9 121.38 122.19 52230000 122.19
7 23 1980 122.19 123.26 120.93 121.93 45890000 121.93
7 24 1980 121.93 122.98 120.83 121.79 42420000 121.79
7 25 1980 121.79 121.96 119.94 120.78 36250000 120.78
7 28 1980 120.78 122.02 119.78 121.43 35330000 121.43
7 29 1980 121.43 122.99 120.76 122.4 44840000 122.4
7 30 1980 122.4 123.93 121.16 122.23 58060000 122.23
7 31 1980 122.23 122.34 119.4 121.67 54610000 121.67
8 1 1980 121.67 122.38 120.08 121.21 46440000 121.21
8 4 1980 121.21 121.63 119.42 120.98 41550000 120.98
8 5 1980 120.98 122.09 119.96 120.74 45510000 120.74
8 6 1980 120.74 122.01 119.94 121.55 45050000 121.55
8 7 1980 121.66 123.84 121.66 123.3 61820000 123.3
8 8 1980 123.3 125.23 122.82 123.61 58860000 123.61
8 11 1980 123.61 125.31 122.85 124.78 44690000 124.78
8 12 1980 124.78 125.78 123.29 123.79 52050000 123.79
8 13 1980 123.79 124.67 122.49 123.28 44350000 123.28
8 14 1980 123.28 125.62 122.68 125.25 47700000 125.25
8 15 1980 125.25 126.61 124.57 125.72 47780000 125.72
8 18 1980 125.28 125.28 122.82 123.39 41890000 123.39
8 19 1980 123.39 124 121.97 122.6 41930000 122.6
8 20 1980 122.6 124.27 121.91 123.77 42560000 123.77
8 21 1980 123.77 125.99 123.61 125.46 50770000 125.46
8 22 1980 125.46 127.78 125.18 126.02 58210000 126.02
8 25 1980 126.02 126.28 124.65 125.16 35400000 125.16
8 26 1980 125.16 126.29 124.01 124.84 41700000 124.84
8 27 1980 124.84 124.98 122.93 123.52 4.4e+07 123.52
8 28 1980 123.52 123.91 121.61 122.08 39890000 122.08
8 29 1980 122.08 123.01 121.06 122.38 33510000 122.38
9 2 1980 122.38 124.36 121.79 123.74 35290000 123.74
9 3 1980 123.87 126.43 123.87 126.12 52370000 126.12
9 4 1980 126.12 127.7 124.42 125.42 59030000 125.42
9 5 1980 125.42 126.12 124.08 124.88 37990000 124.88
9 8 1980 124.88 125.67 122.78 123.31 42050000 123.31
9 9 1980 123.31 124.52 121.94 124.07 44460000 124.07
9 10 1980 124.07 125.95 123.6 124.81 51430000 124.81
9 11 1980 124.81 126.48 124.19 125.66 44770000 125.66
9 12 1980 125.66 126.75 124.72 125.54 47180000 125.54
9 15 1980 125.54 126.35 124.09 125.67 44630000 125.67
9 16 1980 125.67 127.78 125.15 126.74 57290000 126.74
9 17 1980 126.74 129.68 126.37 128.87 63990000 128.87
9 18 1980 128.87 130.38 127.63 128.4 63390000 128.4
9 19 1980 128.4 130.33 127.57 129.25 53780000 129.25
9 22 1980 129.25 130.99 127.89 130.4 53140000 130.4
9 23 1980 130.4 132.17 128.55 129.43 64390000 129.43
9 24 1980 129.43 131.34 128.45 130.37 56860000 130.37
9 25 1980 130.37 131.53 128.13 128.72 49510000 128.72
9 26 1980 128.17 128.17 125.29 126.35 49460000 126.35
9 29 1980 125.41 125.41 122.87 123.54 46410000 123.54
9 30 1980 123.54 126.09 123.54 125.46 40290000 125.46
10 1 1980 125.46 127.88 124.66 127.13 48720000 127.13
10 2 1980 127.13 128.82 126.04 128.09 46160000 128.09
10 3 1980 128.09 130.44 127.65 129.33 47510000 129.33
10 6 1980 129.35 132.38 129.35 131.73 50130000 131.73
10 7 1980 131.73 132.88 130.1 131 50310000 131
10 8 1980 131 132.78 130.28 131.65 46580000 131.65
10 9 1980 131.65 132.65 130.25 131.04 43980000 131.04
10 10 1980 131.04 132.15 129.58 130.29 44040000 130.29
10 13 1980 130.29 132.46 129.37 132.03 31360000 132.03
10 14 1980 132.03 133.57 131.16 132.02 48830000 132.02
10 15 1980 132.02 134.35 131.59 133.7 48260000 133.7
10 16 1980 133.7 135.88 131.64 132.22 65450000 132.22
10 17 1980 132.22 133.07 130.22 131.52 43920000 131.52
10 20 1980 131.52 133.21 130.04 132.61 40910000 132.61
10 21 1980 132.61 134.01 130.78 131.84 51220000 131.84
10 22 1980 131.84 132.97 130.62 131.92 43060000 131.92
10 23 1980 131.92 132.54 128.87 129.53 49200000 129.53
10 24 1980 129.53 130.55 128.04 129.85 41050000 129.85
10 27 1980 129.85 129.94 127.34 127.88 34430000 127.88
10 28 1980 127.88 128.86 126.36 128.05 40300000 128.05
10 29 1980 128.05 129.91 127.07 127.91 37200000 127.91
10 30 1980 127.91 128.71 125.78 126.29 39060000 126.29
10 31 1980 126.29 128.24 125.29 127.47 40110000 127.47
11 3 1980 127.47 129.85 127.23 129.04 35820000 129.04
11 5 1980 130.77 135.65 130.77 131.33 84080000 131.33
11 6 1980 131.3 131.3 128.23 128.91 48890000 128.91
11 7 1980 128.91 130.08 127.74 129.18 40070000 129.18
11 10 1980 129.18 130.51 128.19 129.48 35720000 129.48
11 11 1980 129.48 132.3 129.48 131.26 41520000 131.26
11 12 1980 131.33 135.12 131.33 134.59 58500000 134.59
11 13 1980 134.59 137.21 134.12 136.49 69340000 136.49
11 14 1980 136.49 138.96 135.12 137.15 71630000 137.15
11 17 1980 137.15 138.46 134.9 137.75 50260000 137.75
11 18 1980 137.91 140.92 137.91 139.7 70380000 139.7
11 19 1980 139.7 141.76 138.06 139.06 69230000 139.06
11 20 1980 139.06 141.24 137.79 140.4 60180000 140.4
11 21 1980 140.4 141.24 138.1 139.11 55950000 139.11
11 24 1980 139.11 139.36 136.36 138.31 51120000 138.31
11 25 1980 138.31 140.83 137.42 139.33 55840000 139.33
11 26 1980 139.33 141.96 138.6 140.17 55340000 140.17
11 28 1980 140.17 141.54 139 140.52 34240000 140.52
12 1 1980 140.52 140.66 136.75 137.21 48180000 137.21
12 2 1980 137.21 138.11 134.37 136.97 52340000 136.97
12 3 1980 136.97 138.09 135.43 136.71 43430000 136.71
12 4 1980 136.71 138.4 135.09 136.48 51170000 136.48
12 5 1980 136.37 136.37 132.91 134.03 51990000 134.03
12 8 1980 133.19 133.19 129.71 130.61 53390000 130.61
12 9 1980 130.61 131.92 128.77 130.48 53220000 130.48
12 10 1980 130.48 131.99 127.94 128.26 49860000 128.26
12 11 1980 128.26 128.73 125.32 127.36 60220000 127.36
12 12 1980 127.36 129.98 127.15 129.23 39530000 129.23
12 15 1980 129.23 131.33 128.64 129.45 39700000 129.45
12 16 1980 129.45 131.22 128.33 130.6 41630000 130.6
12 17 1980 130.6 133.59 130.22 132.89 50800000 132.89
12 18 1980 132.89 135.9 131.89 133 69570000 133
12 19 1980 133 134 131.8 133.7 50770000 133.7
12 22 1980 133.7 136.68 132.88 135.78 51950000 135.78
12 23 1980 135.78 137.48 134.01 135.3 55260000 135.3
12 24 1980 135.3 136.55 134.15 135.88 29490000 135.88
12 26 1980 135.88 137.02 135.2 136.57 16130000 136.57
12 29 1980 136.57 137.51 134.36 135.03 36060000 135.03
12 30 1980 135.03 136.51 134.04 135.33 39750000 135.33
12 31 1980 135.33 136.76 134.29 135.76 41210000 135.76
1 2 1981 135.76 137.1 134.61 136.34 28870000 136.34
1 5 1981 136.34 139.24 135.86 137.97 58710000 137.97
1 6 1981 137.97 140.32 135.78 138.12 67400000 138.12
1 7 1981 136.02 136.02 132.3 135.08 92890000 135.08
1 8 1981 135.08 136.1 131.96 133.06 55350000 133.06
1 9 1981 133.06 134.76 131.71 133.48 50190000 133.48
1 12 1981 133.48 135.88 132.79 133.52 48760000 133.52
1 13 1981 133.52 134.27 131.69 133.29 40890000 133.29
1 14 1981 133.29 135.25 132.65 133.47 41390000 133.47
1 15 1981 133.47 135.15 132.44 134.22 39640000 134.22
1 16 1981 134.22 135.91 133.35 134.77 43260000 134.77
1 19 1981 134.77 135.86 133.51 134.37 36470000 134.37
1 20 1981 134.37 135.3 131.26 131.65 41750000 131.65
1 21 1981 131.65 132.48 129.93 131.36 39190000 131.36
1 22 1981 131.36 132.08 129.23 130.26 39880000 130.26
1 23 1981 130.26 131.34 129 130.23 37220000 130.23
1 26 1981 130.23 131.18 128.57 129.84 35380000 129.84
1 27 1981 129.84 131.95 129.32 131.12 42260000 131.12
1 28 1981 131.12 132.41 129.82 130.34 36690000 130.34
1 29 1981 130.34 131.78 128.97 130.24 38170000 130.24
1 30 1981 130.24 131.65 128.61 129.55 41160000 129.55
2 2 1981 129.48 129.48 125.82 126.91 44070000 126.91
2 3 1981 126.91 128.92 125.89 128.46 45950000 128.46
2 4 1981 128.46 129.71 127.29 128.59 45520000 128.59
2 5 1981 128.59 130.49 127.99 129.63 45320000 129.63
2 6 1981 129.63 131.81 129.03 130.6 45820000 130.6
2 9 1981 130.6 131.39 128.61 129.27 38330000 129.27
2 10 1981 129.27 130.19 128.05 129.24 40820000 129.24
2 11 1981 129.24 129.92 127.6 128.24 37770000 128.24
2 12 1981 128.24 128.95 126.78 127.48 34700000 127.48
2 13 1981 127.48 128.34 126.04 126.98 33360000 126.98
2 17 1981 126.98 128.75 126.43 127.81 37940000 127.81
2 18 1981 127.81 129.25 127.09 128.48 40410000 128.48
2 19 1981 128.48 129.07 125.98 126.61 41630000 126.61
2 20 1981 126.61 127.65 124.66 126.58 41900000 126.58
2 23 1981 126.58 128.28 125.69 127.35 39590000 127.35
2 24 1981 127.35 128.76 126.49 127.39 43960000 127.39
2 25 1981 127.39 129.21 125.77 128.52 45710000 128.52
2 26 1981 128.52 130.93 128.02 130.1 60300000 130.1
2 27 1981 130.1 132.02 129.35 131.27 53210000 131.27
3 2 1981 131.27 132.96 130.15 132.01 47710000 132.01
3 3 1981 132.01 132.72 129.66 130.56 48730000 130.56
3 4 1981 130.56 132.07 129.57 130.86 47260000 130.86
3 5 1981 130.86 131.82 129.25 129.93 45380000 129.93
3 6 1981 129.93 131.18 128.56 129.85 43940000 129.85
3 9 1981 129.85 131.94 129.39 131.12 46180000 131.12
3 10 1981 131.12 132.64 129.72 130.46 56610000 130.46
3 11 1981 130.46 131.2 128.72 129.95 47390000 129.95
3 12 1981 129.95 133.56 129.76 133.19 54640000 133.19
3 13 1981 133.19 135.53 132.39 133.11 68290000 133.11
3 16 1981 133.11 135.35 132.1 134.68 49940000 134.68
3 17 1981 134.68 136.09 132.8 133.92 65920000 133.92
3 18 1981 133.92 135.66 132.8 134.22 55740000 134.22
3 19 1981 134.22 135.37 132.37 133.46 62440000 133.46
3 20 1981 133.46 135.29 132.5 134.08 61980000 134.08
3 23 1981 134.08 136.5 133.41 135.69 57880000 135.69
3 24 1981 135.69 137.4 134.1 134.67 66400000 134.67
3 25 1981 134.67 137.32 133.92 137.11 56320000 137.11
3 26 1981 137.11 138.38 135.29 136.27 60370000 136.27
3 27 1981 136.27 136.89 133.91 134.65 46930000 134.65
3 30 1981 134.65 135.87 133.51 134.28 33500000 134.28
3 31 1981 134.68 137.15 134.68 136 50980000 136
4 1 1981 136 137.56 135.04 136.57 54880000 136.57
4 2 1981 136.57 137.72 135.16 136.32 52570000 136.32
4 3 1981 136.32 137.04 134.67 135.49 48680000 135.49
4 6 1981 135.49 135.61 132.91 133.93 43190000 133.93
4 7 1981 133.93 135.27 132.96 133.91 44540000 133.91
4 8 1981 133.91 135.34 133.26 134.31 4.8e+07 134.31
4 9 1981 134.31 135.8 132.59 134.67 59520000 134.67
4 10 1981 134.67 136.23 133.18 134.51 58130000 134.51
4 13 1981 134.51 134.91 132.24 133.15 49860000 133.15
4 14 1981 133.15 134.03 131.58 132.68 48350000 132.68
4 15 1981 132.68 134.79 132.2 134.17 56040000 134.17
4 16 1981 134.17 135.82 133.43 134.7 52950000 134.7
4 20 1981 134.7 136.25 133.19 135.45 51020000 135.45
4 21 1981 135.45 136.38 133.49 134.23 60280000 134.23
4 22 1981 134.23 135.54 132.72 134.14 60660000 134.14
4 23 1981 134.14 135.9 132.9 133.94 64200000 133.94
4 24 1981 133.94 136 132.88 135.14 6e+07 135.14
4 27 1981 135.14 136.56 134.13 135.48 51080000 135.48
4 28 1981 135.48 136.09 133.1 134.33 58210000 134.33
4 29 1981 134.33 134.69 131.82 133.05 53340000 133.05
4 30 1981 133.05 134.44 131.85 132.81 47970000 132.81
5 1 1981 132.81 134.17 131.43 132.72 48360000 132.72
5 4 1981 131.78 131.78 129.61 130.67 40430000 130.67
5 5 1981 130.67 131.33 128.93 130.32 4.9e+07 130.32
5 6 1981 130.32 132.38 130.09 130.78 47100000 130.78
5 7 1981 130.78 132.41 130.21 131.67 42590000 131.67
5 8 1981 131.67 132.69 130.84 131.66 41860000 131.66
5 11 1981 131.66 132.23 129.11 129.71 37640000 129.71
5 12 1981 129.71 131.17 128.78 130.72 40440000 130.72
5 13 1981 130.72 131.96 129.53 130.55 42600000 130.55
5 14 1981 130.55 132.15 129.91 131.28 42750000 131.28
5 15 1981 131.28 133.21 130.75 132.17 45460000 132.17
5 18 1981 132.17 133.65 131.49 132.54 42510000 132.54
5 19 1981 132.54 133.22 130.78 132.09 42220000 132.09
5 20 1981 132.09 133.03 130.59 132 42370000 132
5 21 1981 132 133.03 130.7 131.75 46820000 131.75
5 22 1981 131.75 132.65 130.42 131.33 40710000 131.33
5 26 1981 131.33 133.3 130.64 132.77 42760000 132.77
5 27 1981 132.77 134.65 131.85 133.77 58730000 133.77
5 28 1981 133.77 134.92 132 133.45 59500000 133.45
5 29 1981 133.45 134.36 131.52 132.59 51580000 132.59
6 1 1981 132.59 134.62 131.49 132.41 62170000 132.41
6 2 1981 132.41 132.96 129.84 130.62 53930000 130.62
6 3 1981 130.62 131.37 128.77 130.71 54700000 130.71
6 4 1981 130.71 132.21 129.72 130.96 48940000 130.96
6 5 1981 130.96 132.98 130.17 132.22 47180000 132.22
6 8 1981 132.22 133.68 131.29 132.24 41580000 132.24
6 9 1981 132.24 133.3 130.94 131.97 44600000 131.97
6 10 1981 131.97 133.49 131.04 132.32 53200000 132.32
6 11 1981 132.32 134.31 131.58 133.75 59530000 133.75
6 12 1981 133.75 135.09 132.4 133.49 60790000 133.49
6 15 1981 133.49 135.67 132.78 133.61 63350000 133.61
6 16 1981 133.61 134 131.29 132.15 57780000 132.15
6 17 1981 132.15 133.98 130.81 133.32 55470000 133.32
6 18 1981 133.32 133.98 130.94 131.64 48400000 131.64
6 19 1981 131.64 133.27 130.49 132.27 46430000 132.27
6 22 1981 132.27 133.54 131.1 131.95 41790000 131.95
6 23 1981 131.95 133.98 131.16 133.35 51840000 133.35
6 24 1981 133.35 133.9 131.65 132.66 46650000 132.66
6 25 1981 132.66 134.3 131.78 132.81 43920000 132.81
6 26 1981 132.81 133.75 131.71 132.56 39240000 132.56
6 29 1981 132.56 133.5 131.2 131.89 37930000 131.89
6 30 1981 131.89 132.67 130.31 131.21 41550000 131.21
7 1 1981 131.21 131.69 129.04 129.77 49080000 129.77
7 2 1981 129.77 130.48 127.84 128.64 45100000 128.64
7 6 1981 128.64 128.99 126.44 127.37 44590000 127.37
7 7 1981 127.37 129.6 126.39 128.24 53560000 128.24
7 8 1981 128.24 129.57 126.95 128.32 4.6e+07 128.32
7 9 1981 128.32 130.08 127.57 129.3 45510000 129.3
7 10 1981 129.3 130.43 128.38 129.37 39950000 129.37
7 13 1981 129.37 130.82 128.79 129.64 38100000 129.64
7 14 1981 129.64 130.78 128.14 129.65 45230000 129.65
7 15 1981 129.65 131.59 128.89 130.23 48950000 130.23
7 16 1981 130.23 131.41 129.3 130.34 39010000 130.34
7 17 1981 130.34 131.6 129.49 130.76 42780000 130.76
7 20 1981 130.6 130.6 127.98 128.72 40240000 128.72
7 21 1981 128.72 129.6 127.08 128.34 47280000 128.34
7 22 1981 128.34 129.72 126.7 127.13 47500000 127.13
7 23 1981 127.13 128.26 125.96 127.4 41790000 127.4
7 24 1981 127.4 129.31 127.11 128.46 38880000 128.46
7 27 1981 128.46 130.61 128.43 129.9 39610000 129.9
7 28 1981 129.9 130.44 128.28 129.14 38160000 129.14
7 29 1981 129.14 130.09 128.37 129.16 37610000 129.16
7 30 1981 129.16 130.68 128.56 130.01 41560000 130.01
7 31 1981 130.01 131.78 129.6 130.92 43480000 130.92
8 3 1981 130.92 131.74 129.42 130.48 39650000 130.48
8 4 1981 130.48 131.66 129.43 131.18 39460000 131.18
8 5 1981 131.18 133.39 130.76 132.67 54290000 132.67
8 6 1981 132.67 134.04 131.74 132.64 52070000 132.64
8 7 1981 132.64 133.04 130.96 131.75 38370000 131.75
8 10 1981 131.75 133.32 130.83 132.54 38370000 132.54
8 11 1981 132.54 134.63 132.09 133.85 52600000 133.85
8 12 1981 133.85 135.18 132.73 133.4 53650000 133.4
8 13 1981 133.4 134.58 132.53 133.51 42460000 133.51
8 14 1981 133.51 134.33 131.91 132.49 42580000 132.49
8 17 1981 132.49 133.02 130.75 131.22 40840000 131.22
8 18 1981 131.22 131.73 129.1 130.11 47270000 130.11
8 19 1981 130.11 131.2 128.99 130.49 39390000 130.49
8 20 1981 130.49 131.74 129.84 130.69 38270000 130.69
8 21 1981 130.69 131.06 128.7 129.23 37670000 129.23
8 24 1981 128.59 128.59 125.02 125.5 46750000 125.5
8 25 1981 125.5 125.77 123 125.13 54600000 125.13
8 26 1981 125.13 126.17 123.99 124.96 39980000 124.96
8 27 1981 124.96 125.31 122.9 123.51 43900000 123.51
8 28 1981 123.51 125.09 122.85 124.08 38020000 124.08
8 31 1981 124.08 125.58 122.29 122.79 40360000 122.79
9 1 1981 122.79 123.92 121.59 123.02 45110000 123.02
9 2 1981 123.02 124.58 122.54 123.49 37570000 123.49
9 3 1981 123.49 124.16 120.82 121.24 41730000 121.24
9 4 1981 121.24 121.54 119.24 120.07 42760000 120.07
9 8 1981 120.07 120.12 116.85 117.98 47340000 117.98
9 9 1981 117.98 119.49 116.87 118.4 43910000 118.4
9 10 1981 118.4 122.18 118.33 120.14 47430000 120.14
9 11 1981 120.14 122.13 119.29 121.61 42170000 121.61
9 14 1981 121.61 122 119.67 120.66 34040000 120.66
9 15 1981 120.66 121.77 119.27 119.77 38580000 119.77
9 16 1981 119.77 120 117.89 118.87 43660000 118.87
9 17 1981 118.87 119.87 116.63 117.15 48300000 117.15
9 18 1981 117.15 117.69 115.18 116.26 47350000 116.26
9 21 1981 116.26 118.07 115.04 117.24 44570000 117.24
9 22 1981 117.24 118.19 115.93 116.68 46830000 116.68
9 23 1981 116.68 116.68 113.6 115.65 52700000 115.65
9 24 1981 115.65 117.47 114.32 115.01 48880000 115.01
9 25 1981 114.69 114.69 111.64 112.77 54390000 112.77
9 28 1981 112.77 115.83 110.19 115.53 61320000 115.53
9 29 1981 115.53 117.75 114.75 115.94 49800000 115.94
9 30 1981 115.94 117.05 114.6 116.18 40700000 116.18
10 1 1981 116.18 117.66 115 117.08 41600000 117.08
10 2 1981 117.08 120.16 117.07 119.36 54540000 119.36
10 5 1981 119.36 121.54 118.61 119.51 51290000 119.51
10 6 1981 119.51 121.39 118.08 119.39 45460000 119.39
10 7 1981 119.39 121.87 119.09 121.31 50030000 121.31
10 8 1981 121.31 123.08 120.23 122.31 47090000 122.31
10 9 1981 122.31 123.28 120.63 121.45 50060000 121.45
10 12 1981 121.45 122.37 120.17 121.21 30030000 121.21
10 13 1981 121.21 122.37 119.96 120.78 43360000 120.78
10 14 1981 120.78 120.97 118.38 118.8 40260000 118.8
